MgCl2.2H2O 80K NIR reflectance spectra from 0.35-2.5um		
Data from Hanley et al. (2014)		
		
Wavelength (um)	% Reflectance	normalized
0.772	0.301157542	0.956127953
0.773	0.301085095	0.955897945
0.774	0.301044685	0.955769647
0.775	0.301032929	0.955732326
0.776	0.301023235	0.955701549
0.777	0.300996947	0.955618089
0.778	0.300953902	0.955481427
0.779	0.30090139	0.95531471
0.78	0.30085166	0.955156824
0.781	0.300833883	0.955100386
0.782	0.300829548	0.955086621
0.783	0.300808409	0.955019511
0.784	0.30074628	0.954822259
0.785	0.3007094	0.954705172
0.786	0.300680466	0.954613309
0.787	0.30060992	0.954389338
0.788	0.300552789	0.954207956
0.789	0.300542312	0.954174692
0.79	0.300555044	0.954215116
0.791	0.300513674	0.954083772
0.792	0.300485004	0.95399275
0.793	0.300491251	0.954012582
0.794	0.300512733	0.954080786
0.795	0.300452425	0.953889317
0.796	0.300431916	0.953824202
0.797	0.300426936	0.953808393
0.798	0.300391855	0.953697016
0.799	0.300436746	0.953839537
0.8	0.300458932	0.953909974
0.801	0.300424886	0.953801883
0.802	0.300367998	0.953621273
0.803	0.300375452	0.953644939
0.804	0.300413625	0.953766133
0.805	0.300445666	0.953867858
0.806	0.300455959	0.953900535
0.807	0.30044372	0.953861678
0.808	0.300444398	0.953863831
0.809	0.300471461	0.953949752
0.81	0.300451603	0.953886706
0.811	0.3004547	0.953896539
0.812	0.300482683	0.953985381
0.813	0.300509015	0.954068981
0.814	0.300519344	0.954101772
0.815	0.300559326	0.954228711
0.816	0.300630383	0.954454306
0.817	0.300693569	0.954654911
0.818	0.300719739	0.954737997
0.819	0.300745156	0.95481869
0.82	0.300796702	0.954982341
0.821	0.300871435	0.955219608
0.822	0.300921937	0.955379944
0.823	0.30092569	0.955391858
0.824	0.300912452	0.955349829
0.825	0.301032653	0.955731448
0.826	0.301162237	0.956142857
0.827	0.301239243	0.956387338
0.828	0.301252402	0.956429118
0.829	0.301290336	0.956549551
0.83	0.301373481	0.956813523
0.831	0.301462599	0.95709646
0.832	0.301486838	0.957173414
0.833	0.301491843	0.957189306
0.834	0.301550751	0.957376328
0.835	0.301667871	0.957748168
0.836	0.301756749	0.95803034
0.837	0.301811068	0.958202794
0.838	0.301877537	0.958413822
0.839	0.301988839	0.958767189
0.84	0.302123268	0.959193979
0.841	0.302173311	0.959352857
0.842	0.302188601	0.959401404
0.843	0.30224806	0.959590174
0.844	0.302304187	0.959768369
0.845	0.302399716	0.960071661
0.846	0.302526629	0.960474588
0.847	0.302644584	0.960849077
0.848	0.302715548	0.961074377
0.849	0.302794663	0.961325553
0.85	0.302893568	0.961639563
0.851	0.302975971	0.961901177
