MgCl2.4H2O 80K NIR reflectance spectra from 0.35-2.5um		
This is the data used to create Figure 2		
		
Wavelength (um)	% Reflectance	normalized
1.082	0.335040847	0.977418628
1.083	0.335041227	0.977419737
1.084	0.335113212	0.977629739
1.085	0.335139399	0.977706133
1.086	0.335137954	0.977701918
1.087	0.335110503	0.977621837
1.088	0.335091786	0.977567234
1.089	0.335021784	0.977363016
1.09	0.334894897	0.976992845
1.091	0.334788715	0.976683079
1.092	0.334694827	0.976409178
1.093	0.334534154	0.975940446
1.094	0.334351403	0.975407303
1.095	0.3341839	0.974918647
1.096	0.333985379	0.974339498
1.097	0.333786783	0.973760133
1.098	0.333631881	0.973308236
1.099	0.333447161	0.972769348
1.1	0.333219383	0.972104848
1.101	0.333042132	0.971587752
1.102	0.332870646	0.971087473
1.103	0.332722856	0.970656324
1.104	0.332508506	0.970030998
1.105	0.33231463	0.969465401
1.106	0.332049259	0.968691232
1.107	0.33172227	0.967737304
1.108	0.331387329	0.966760177
1.109	0.331075649	0.965850909
1.11	0.330627013	0.964542099
1.111	0.330120707	0.963065044
1.112	0.329603449	0.961556042
1.113	0.329018732	0.959850241
1.114	0.328407413	0.958066831
1.115	0.327763343	0.956187879
1.116	0.326898789	0.953665707
1.117	0.325910695	0.950783126
1.118	0.324876921	0.947767287
1.119	0.323718829	0.944388771
1.12	0.32242291	0.94060817
1.121	0.321127211	0.936828212
1.122	0.319634005	0.932472065
1.123	0.31835618	0.928744252
1.124	0.316960849	0.924673634
1.125	0.315931648	0.921671135
1.126	0.315063057	0.919137184
1.127	0.314426572	0.91728036
1.128	0.3141527	0.916481388
1.129	0.314091045	0.916301521
1.13	0.314333754	0.917009579
1.131	0.31469254	0.918056271
1.132	0.315116339	0.919292624
1.133	0.315567588	0.920609058
1.134	0.315909714	0.921607146
1.135	0.316178212	0.92239044
1.136	0.316260611	0.922630822
1.137	0.316213331	0.922492893
1.138	0.316048259	0.922011325
1.139	0.315705165	0.921010413
1.14	0.315323437	0.919896795
1.141	0.314755812	0.918240854
1.142	0.314301054	0.916914185
1.143	0.313792671	0.915431072
1.144	0.313353713	0.914150494
1.145	0.313046454	0.913254125
1.146	0.312887203	0.912789538
1.147	0.312875999	0.912756855
1.148	0.312915915	0.912873302
1.149	0.313155737	0.913572937
1.15	0.313461783	0.914465769
1.151	0.31376119	0.915339233
1.152	0.314121262	0.916389674
1.153	0.314445653	0.917336024
