NaClO4.2H2O 80K NIR reflectance spectra from 0.35-2.5�m		
This is the data used to create Figure 1		
		
Wavelength (um	% Reflectance	normalized
1.1	0.196602204	0.940283079
1.101	0.196722785	0.940859774
1.102	0.196838753	0.941414411
1.103	0.196919878	0.941802407
1.104	0.197011687	0.942241499
1.105	0.197145886	0.942883327
1.106	0.197231274	0.943291711
1.107	0.197293785	0.943590678
1.108	0.197337714	0.943800776
1.109	0.197391521	0.944058117
1.11	0.197379527	0.944000755
1.111	0.197322355	0.94372732
1.112	0.197235284	0.943310888
1.113	0.197071754	0.942528778
1.114	0.196882724	0.941624709
1.115	0.196666196	0.94058913
1.116	0.196364309	0.939145302
1.117	0.196007638	0.937439465
1.118	0.1956592	0.935773002
1.119	0.195348406	0.93428658
1.12	0.195014007	0.932687259
1.121	0.194754349	0.9314454
1.122	0.194518331	0.930316603
1.123	0.194365864	0.929587407
1.124	0.194274047	0.929148275
1.125	0.19419989	0.928793609
1.126	0.194188095	0.928737194
1.127	0.194226024	0.928918598
1.128	0.19422464	0.928911978
1.129	0.194219628	0.928888007
1.13	0.194224096	0.928909376
1.131	0.19419033	0.928747884
1.132	0.194110612	0.928366621
1.133	0.193972797	0.927707495
1.134	0.19375217	0.926652312
1.135	0.193461673	0.925262958
1.136	0.19305451	0.923315633
1.137	0.192619706	0.921236113
1.138	0.191926737	0.917921873
1.139	0.191180097	0.914350939
1.14	0.190094577	0.909159258
1.141	0.188709738	0.902536031
1.142	0.18723123	0.89546482
1.143	0.185532998	0.887342739
1.144	0.183708663	0.878617551
1.145	0.181767783	0.869334967
1.146	0.179846668	0.860146909
1.147	0.177999575	0.851312876
1.148	0.175897925	0.841261383
1.149	0.173850532	0.831469381
1.15	0.171662625	0.82100535
1.151	0.169139916	0.808940071
1.152	0.166322163	0.795463692
1.153	0.163036376	0.779748866
1.154	0.159311911	0.761935987
1.155	0.15511048	0.741841933
1.156	0.150400603	0.719316159
1.157	0.145355739	0.695188247
1.158	0.139697219	0.668125422
1.159	0.134064932	0.641188067
1.16	0.128069669	0.612514712
1.161	0.122106535	0.583995023
1.162	0.116039842	0.554980042
1.163	0.11055401	0.528743131
1.164	0.105505728	0.504598875
1.165	0.101198982	0.484001135
1.166	0.098177737	0.469551526
1.167	0.096291542	0.460530482
1.168	0.095959415	0.458942028
1.169	0.096593756	0.46197587
1.17	0.098738715	0.472234495
1.171	0.101393411	0.484931024
1.172	0.103866464	0.49675882
1.173	0.107378236	0.513554459
1.174	0.10961375	0.524246177
1.175	0.111448596	0.533021638
1.176	0.112854964	0.539747827
1.177	0.113153739	0.541176769
1.178	0.114213686	0.546246145
1.179	0.114964437	0.549836741
1.18	0.116264613	0.556055048
1.181	0.118808571	0.568221956
1.182	0.121935511	0.583177069
1.183	0.126580192	0.605391038
1.184	0.131850049	0.630595015
1.185	0.137638719	0.658280302
1.186	0.143614168	0.686858889
1.187	0.149211006	0.713626707
1.188	0.154525001	0.739041783
1.189	0.158934559	0.760131234
1.19	0.162835688	0.77878904
1.191	0.166004021	0.793942123
1.192	0.168322338	0.805029865
1.193	0.17028227	0.814403572
1.194	0.171540715	0.820422292
1.195	0.172612105	0.825546397
1.196	0.173135104	0.828047729
1.197	0.173620961	0.830371422
1.198	0.173819863	0.831322701
1.199	0.1739348	0.831872409
1.2	0.174010367	0.832233822
1.201	0.174121845	0.832766982
1.202	0.174402228	0.834107961
