NaCl 80K NIR reflectance spectra from 0.35-2.5�m		
This is the data used to create Figure 1		
		
Wavelength (um	% Reflectance	normalized
0.989	0.276928601	0.917059216
0.99	0.276960676	0.917165431
0.991	0.276975346	0.917214011
0.992	0.27691203	0.917004339
0.993	0.276849774	0.916798177
0.994	0.276883444	0.916909674
0.995	0.276861887	0.916838289
0.996	0.276704534	0.91631721
0.997	0.276589718	0.915936991
0.998	0.276572453	0.915879817
0.999	0.276551185	0.915809387
1	0.276518332	0.915700593
1.001	0.276892986	0.916941275
1.002	0.276655461	0.9161547
1.003	0.276527412	0.915730662
1.004	0.276441517	0.915446218
1.005	0.276418843	0.915371133
1.006	0.276490041	0.915606907
1.007	0.276456362	0.915495378
1.008	0.276428012	0.915401495
1.009	0.276318182	0.915037789
1.01	0.276285682	0.914930164
1.011	0.276323907	0.91505675
1.012	0.276315279	0.915028177
1.013	0.276283027	0.914921373
1.014	0.276290965	0.91494766
1.015	0.276324328	0.915058143
1.016	0.276274648	0.914893624
1.017	0.276304289	0.914991783
1.018	0.276321207	0.915047808
1.019	0.276202317	0.9146541
1.02	0.2761068	0.91433779
1.021	0.276045026	0.914133222
1.022	0.276053451	0.914161124
1.023	0.27606582	0.914202085
1.024	0.276179577	0.914578795
1.025	0.276179518	0.914578597
1.026	0.276100582	0.914317199
1.027	0.276069003	0.914212626
1.028	0.276061995	0.914189417
1.029	0.276038419	0.914111344
1.03	0.276028106	0.914077193
1.031	0.27598851	0.913946068
1.032	0.275975134	0.913901775
1.033	0.275864503	0.913535417
1.034	0.275838368	0.913448868
1.035	0.275940819	0.913788138
1.036	0.275938381	0.913780065
1.037	0.275863287	0.91353139
1.038	0.275830299	0.913422146
1.039	0.275749418	0.913154306
1.04	0.275728514	0.913085083
1.041	0.275819215	0.913385441
1.042	0.27577876	0.913251473
1.043	0.27563786	0.91278488
1.044	0.275588425	0.912621174
1.045	0.275508848	0.912357652
1.046	0.275456423	0.912184042
1.047	0.275523853	0.912407341
1.048	0.275547887	0.91248693
1.049	0.27544576	0.912148734
1.05	0.27538921	0.911961465
1.051	0.27535112	0.911835329
1.052	0.27530028	0.91166697
1.053	0.275267632	0.911558855
1.054	0.275265143	0.911550612
1.055	0.275252818	0.911509798
1.056	0.275247918	0.911493573
1.057	0.275217638	0.911393298
1.058	0.275159845	0.911201916
1.059	0.275147284	0.911160319
1.06	0.27512321	0.911080596
1.061	0.275148494	0.911164326
1.062	0.275183095	0.911278907
1.063	0.275189371	0.911299691
1.064	0.275191962	0.911308269
1.065	0.275199493	0.911333211
1.066	0.275162315	0.911210095
1.067	0.275163108	0.91121272
1.068	0.275275263	0.911584124
1.069	0.275352391	0.911839538
1.07	0.275382522	0.911939319
1.071	0.275442675	0.912138518
1.072	0.27548781	0.912287984
1.073	0.27542641	0.912084656
1.074	0.275432404	0.912104504
1.075	0.275538536	0.912455965
1.076	0.275567399	0.912551545
1.077	0.275540718	0.912463189
1.078	0.275542381	0.912468696
1.079	0.275567105	0.91255057
1.08	0.275598475	0.912654453
1.081	0.275684927	0.912940741
1.082	0.27573681	0.913112555
1.083	0.275739759	0.913122322
1.084	0.275784634	0.913270927
1.085	0.27582718	0.913411819
1.086	0.275886685	0.913608871
1.087	0.275895776	0.913638975
1.088	0.275861894	0.913526775
1.089	0.275888444	0.913614697
1.09	0.275944463	0.913800206
1.091	0.275939772	0.913784672
1.092	0.275940627	0.913787502
1.093	0.275944064	0.913798883
1.094	0.275923842	0.913731919
